Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Sobrepeso;;Obesidade;;Obesidade Grave;;Total
SUL;41;PR;411540;MARMELEIRO;6;0.72%;10;1.21%;529;63.89%;163;19.69%;96;11.59%;24;2.9%;828
SUL;41;PR;411545;MARQUINHO;3;0.75%;17;4.27%;250;62.81%;82;20.6%;36;9.05%;10;2.51%;398
SUL;41;PR;411550;MARUMBI;0;-;0;-;30;55.56%;16;29.63%;6;11.11%;2;3.7%;54
SUL;41;PR;411560;MATELANDIA;4;0.35%;21;1.85%;709;62.58%;242;21.36%;122;10.77%;35;3.09%;1.133
SUL;41;PR;411570;MATINHOS;11;0.76%;30;2.08%;890;61.76%;291;20.19%;165;11.45%;54;3.75%;1.441
SUL;41;PR;411573;MATO RICO;2;0.56%;5;1.41%;224;63.28%;81;22.88%;34;9.6%;8;2.26%;354
SUL;41;PR;411575;MAUA DA SERRA;2;0.39%;9;1.75%;305;59.34%;109;21.21%;68;13.23%;21;4.09%;514
SUL;41;PR;411580;MEDIANEIRA;16;0.58%;53;1.93%;1.697;61.93%;530;19.34%;345;12.59%;99;3.61%;2.740
SUL;41;PR;411585;MERCEDES;0;-;9;2.27%;245;61.87%;77;19.44%;49;12.37%;16;4.04%;396
SUL;41;PR;411590;MIRADOR;0;-;2;0.8%;140;56%;61;24.4%;28;11.2%;19;7.6%;250
SUL;41;PR;411600;MIRASELVA;0;-;1;5%;14;70%;3;15%;2;10%;0;-;20
SUL;41;PR;411605;MISSAL;2;0.23%;26;3.02%;570;66.28%;155;18.02%;82;9.53%;25;2.91%;860
SUL;41;PR;411610;MOREIRA SALES;4;0.63%;14;2.22%;361;57.21%;148;23.45%;76;12.04%;28;4.44%;631
SUL;41;PR;411620;MORRETES;6;1.45%;10;2.42%;264;63.77%;80;19.32%;40;9.66%;14;3.38%;414
SUL;41;PR;411630;MUNHOZ DE MELO;1;0.61%;7;4.27%;99;60.37%;29;17.68%;21;12.8%;7;4.27%;164
SUL;41;PR;411640;NOSSA SENHORA DAS GRACAS;2;1.1%;4;2.21%;111;61.33%;32;17.68%;26;14.36%;6;3.31%;181
SUL;41;PR;411650;NOVA ALIANCA DO IVAI;0;-;1;3.13%;21;65.63%;5;15.63%;4;12.5%;1;3.13%;32
SUL;41;PR;411660;NOVA AMERICA DA COLINA;0;-;2;2.53%;50;63.29%;18;22.78%;7;8.86%;2;2.53%;79
SUL;41;PR;411670;NOVA AURORA;3;0.47%;27;4.27%;378;59.72%;109;17.22%;91;14.38%;25;3.95%;633
SUL;41;PR;411680;NOVA CANTU;2;1.04%;3;1.56%;106;55.21%;47;24.48%;24;12.5%;10;5.21%;192
SUL;41;PR;411690;NOVA ESPERANCA;6;0.48%;37;2.96%;770;61.7%;241;19.31%;140;11.22%;54;4.33%;1.248
SUL;41;PR;411695;NOVA ESPERANCA DO SUDOESTE;4;1.17%;7;2.05%;206;60.23%;67;19.59%;43;12.57%;15;4.39%;342
SUL;41;PR;411700;NOVA FATIMA;2;2.11%;0;-;54;56.84%;22;23.16%;13;13.68%;4;4.21%;95
SUL;41;PR;411705;NOVA LARANJEIRAS;3;0.28%;16;1.49%;611;56.84%;279;25.95%;134;12.47%;32;2.98%;1.075
SUL;41;PR;411710;NOVA LONDRINA;4;1.41%;10;3.53%;154;54.42%;56;19.79%;47;16.61%;12;4.24%;283
SUL;41;PR;411720;NOVA OLIMPIA;0;-;1;2.13%;24;51.06%;17;36.17%;5;10.64%;0;-;47
SUL;41;PR;411725;NOVA PRATA DO IGUACU;0;-;1;1.16%;37;43.02%;22;25.58%;19;22.09%;7;8.14%;86
SUL;41;PR;411721;NOVA SANTA BARBARA;1;0.42%;4;1.67%;157;65.42%;51;21.25%;23;9.58%;4;1.67%;240
SUL;41;PR;411722;NOVA SANTA ROSA;2;0.43%;23;4.96%;297;64.01%;79;17.03%;43;9.27%;20;4.31%;464
SUL;41;PR;411727;NOVA TEBAS;2;0.27%;17;2.26%;492;65.51%;132;17.58%;93;12.38%;15;2%;751
SUL;41;PR;411729;NOVO ITACOLOMI;0;-;3;3.23%;50;53.76%;18;19.35%;16;17.2%;6;6.45%;93
SUL;41;PR;411730;ORTIGUEIRA;3;0.21%;41;2.87%;878;61.53%;290;20.32%;169;11.84%;46;3.22%;1.427
SUL;41;PR;411740;OURIZONA;0;-;2;2.56%;50;64.1%;13;16.67%;10;12.82%;3;3.85%;78
SUL;41;PR;411745;OURO VERDE DO OESTE;0;-;5;5.75%;62;71.26%;13;14.94%;5;5.75%;2;2.3%;87
SUL;41;PR;411750;PAICANDU;8;0.62%;41;3.19%;755;58.66%;269;20.9%;153;11.89%;61;4.74%;1.287
SUL;41;PR;411760;PALMAS;19;0.76%;47;1.88%;1.507;60.38%;539;21.59%;294;11.78%;90;3.61%;2.496
SUL;41;PR;411770;PALMEIRA;1;0.43%;8;3.43%;147;63.09%;47;20.17%;21;9.01%;9;3.86%;233
SUL;41;PR;411780;PALMITAL;6;1.22%;7;1.43%;315;64.15%;96;19.55%;48;9.78%;19;3.87%;491
SUL;41;PR;411790;PALOTINA;16;0.62%;60;2.33%;1.622;62.92%;491;19.05%;294;11.4%;95;3.69%;2.578
SUL;41;PR;411800;PARAISO DO NORTE;8;0.78%;21;2.06%;606;59.41%;223;21.86%;118;11.57%;44;4.31%;1.020
SUL;41;PR;411810;PARANACITY;2;0.37%;13;2.38%;335;61.36%;108;19.78%;61;11.17%;27;4.95%;546
SUL;41;PR;411820;PARANAGUA;34;0.81%;93;2.21%;2.597;61.73%;838;19.92%;485;11.53%;160;3.8%;4.207
SUL;41;PR;411830;PARANAPOEMA;0;-;2;1.47%;81;59.56%;31;22.79%;17;12.5%;5;3.68%;136
SUL;41;PR;411840;PARANAVAI;33;0.68%;124;2.57%;2.868;59.35%;953;19.72%;637;13.18%;217;4.49%;4.832
SUL;41;PR;411845;PATO BRAGADO;1;0.41%;8;3.27%;132;53.88%;56;22.86%;39;15.92%;9;3.67%;245
SUL;41;PR;411850;PATO BRANCO;19;0.56%;71;2.11%;2.029;60.21%;706;20.95%;415;12.31%;130;3.86%;3.370
SUL;41;PR;411860;PAULA FREITAS;4;0.77%;6;1.15%;299;57.5%;125;24.04%;70;13.46%;16;3.08%;520
SUL;41;PR;411870;PAULO FRONTIN;2;0.41%;12;2.44%;309;62.8%;89;18.09%;61;12.4%;19;3.86%;492
SUL;41;PR;411880;PEABIRU;0;-;1;0.41%;158;64.75%;55;22.54%;28;11.48%;2;0.82%;244
SUL;41;PR;411885;PEROBAL;3;1.15%;6;2.3%;160;61.3%;48;18.39%;35;13.41%;9;3.45%;261
SUL;41;PR;411890;PEROLA;6;1.8%;8;2.4%;225;67.37%;58;17.37%;26;7.78%;11;3.29%;334
SUL;41;PR;411900;PEROLA D'OESTE;1;0.45%;3;1.36%;132;59.73%;50;22.62%;24;10.86%;11;4.98%;221
SUL;41;PR;411910;PIEN;1;0.13%;21;2.64%;507;63.85%;141;17.76%;100;12.59%;24;3.02%;794
SUL;41;PR;411915;PINHAIS;38;0.51%;136;1.84%;4.458;60.24%;1.535;20.74%;969;13.09%;265;3.58%;7.401
SUL;41;PR;411925;PINHAL DE SAO BENTO;0;-;5;1.8%;193;69.42%;43;15.47%;33;11.87%;4;1.44%;278
SUL;41;PR;411920;PINHALAO;5;0.88%;7;1.24%;358;63.36%;110;19.47%;67;11.86%;18;3.19%;565
SUL;41;PR;411930;PINHAO;7;0.95%;13;1.76%;452;61.25%;154;20.87%;91;12.33%;21;2.85%;738
SUL;41;PR;411940;PIRAI DO SUL;8;0.65%;23;1.85%;730;58.87%;279;22.5%;146;11.77%;54;4.35%;1.240
SUL;41;PR;411950;PIRAQUARA;22;0.97%;72;3.16%;1.354;59.52%;453;19.91%;291;12.79%;83;3.65%;2.275
SUL;41;PR;411960;PITANGA;5;0.34%;32;2.18%;942;64.13%;281;19.13%;162;11.03%;47;3.2%;1.469
SUL;41;PR;411965;PITANGUEIRAS;1;0.36%;6;2.14%;166;59.29%;60;21.43%;38;13.57%;9;3.21%;280
SUL;41;PR;411970;PLANALTINA DO PARANA;0;-;4;2.76%;79;54.48%;37;25.52%;17;11.72%;8;5.52%;145
SUL;41;PR;411980;PLANALTO;3;0.34%;14;1.59%;573;65.19%;168;19.11%;94;10.69%;27;3.07%;879
SUL;41;PR;411990;PONTA GROSSA;26;0.41%;118;1.87%;3.910;62.02%;1.304;20.69%;728;11.55%;218;3.46%;6.304
SUL;41;PR;411995;PONTAL DO PARANA;6;0.7%;20;2.32%;551;64%;146;16.96%;110;12.78%;28;3.25%;861
SUL;41;PR;412000;PORECATU;1;0.54%;7;3.78%;97;52.43%;41;22.16%;24;12.97%;15;8.11%;185
SUL;41;PR;412010;PORTO AMAZONAS;0;-;3;2.04%;79;53.74%;39;26.53%;17;11.56%;9;6.12%;147
SUL;41;PR;412015;PORTO BARREIRO;0;-;2;0.94%;138;64.79%;33;15.49%;30;14.08%;10;4.69%;213
SUL;41;PR;412020;PORTO RICO;1;0.49%;8;3.94%;123;60.59%;39;19.21%;27;13.3%;5;2.46%;203
SUL;41;PR;412030;PORTO VITORIA;1;0.33%;4;1.32%;199;65.46%;60;19.74%;25;8.22%;15;4.93%;304
SUL;41;PR;412033;PRADO FERREIRA;0;-;0;-;16;66.67%;2;8.33%;3;12.5%;3;12.5%;24
SUL;41;PR;412035;PRANCHITA;2;1.03%;2;1.03%;111;56.92%;44;22.56%;30;15.38%;6;3.08%;195
SUL;41;PR;412040;PRESIDENTE CASTELO BRANCO;2;1.02%;4;2.04%;106;54.08%;43;21.94%;35;17.86%;6;3.06%;196
SUL;41;PR;412050;PRIMEIRO DE MAIO;0;-;0;-;52;61.9%;15;17.86%;10;11.9%;7;8.33%;84
SUL;41;PR;412060;PRUDENTOPOLIS;11;0.59%;40;2.16%;1.237;66.65%;337;18.16%;183;9.86%;48;2.59%;1.856
SUL;41;PR;412065;QUARTO CENTENARIO;0;-;4;4.88%;45;54.88%;14;17.07%;15;18.29%;4;4.88%;82
SUL;41;PR;412070;QUATIGUA;1;0.13%;10;1.33%;445;59.1%;165;21.91%;102;13.55%;30;3.98%;753
SUL;41;PR;412080;QUATRO BARRAS;12;0.66%;42;2.32%;1.136;62.66%;349;19.25%;217;11.97%;57;3.14%;1.813
SUL;41;PR;412085;QUATRO PONTES;4;1.19%;6;1.79%;214;63.69%;71;21.13%;33;9.82%;8;2.38%;336
SUL;41;PR;412090;QUEDAS DO IGUACU;13;0.66%;52;2.63%;1.245;62.91%;374;18.9%;225;11.37%;70;3.54%;1.979
SUL;41;PR;412100;QUERENCIA DO NORTE;0;-;2;4.76%;21;50%;8;19.05%;7;16.67%;4;9.52%;42
SUL;41;PR;412110;QUINTA DO SOL;0;-;3;4.11%;34;46.58%;13;17.81%;18;24.66%;5;6.85%;73
SUL;41;PR;412120;QUITANDINHA;3;0.32%;24;2.56%;597;63.78%;180;19.23%;106;11.32%;26;2.78%;936
SUL;41;PR;412125;RAMILANDIA;1;0.32%;10;3.18%;214;68.15%;45;14.33%;37;11.78%;7;2.23%;314
SUL;41;PR;412130;RANCHO ALEGRE;0;-;0;-;1;33.33%;0;-;1;33.33%;1;33.33%;3
SUL;41;PR;412135;RANCHO ALEGRE D'OESTE;1;0.37%;5;1.86%;170;63.2%;44;16.36%;30;11.15%;19;7.06%;269
SUL;41;PR;412140;REALEZA;4;0.3%;31;2.3%;820;60.74%;288;21.33%;159;11.78%;48;3.56%;1.350
SUL;41;PR;412150;REBOUCAS;4;0.27%;30;2.05%;984;67.35%;267;18.28%;133;9.1%;43;2.94%;1.461
SUL;41;PR;412160;RENASCENCA;1;0.34%;5;1.68%;168;56.57%;68;22.9%;46;15.49%;9;3.03%;297
SUL;41;PR;412170;RESERVA;0;-;4;1.83%;145;66.51%;42;19.27%;23;10.55%;4;1.83%;218
SUL;41;PR;412175;RESERVA DO IGUACU;0;-;6;3.06%;114;58.16%;42;21.43%;27;13.78%;7;3.57%;196
SUL;41;PR;412180;RIBEIRAO CLARO;2;0.39%;16;3.14%;282;55.4%;112;22%;80;15.72%;17;3.34%;509
SUL;41;PR;412190;RIBEIRAO DO PINHAL;3;0.65%;6;1.31%;292;63.62%;91;19.83%;49;10.68%;18;3.92%;459
SUL;41;PR;412200;RIO AZUL;4;0.45%;16;1.8%;577;64.98%;159;17.91%;111;12.5%;21;2.36%;888
SUL;41;PR;412210;RIO BOM;0;-;5;2.56%;110;56.41%;45;23.08%;28;14.36%;7;3.59%;195
SUL;41;PR;412215;RIO BONITO DO IGUACU;5;0.32%;26;1.68%;991;63.89%;319;20.57%;171;11.03%;39;2.51%;1.551
SUL;41;PR;412217;RIO BRANCO DO IVAI;0;-;2;1.94%;60;58.25%;25;24.27%;15;14.56%;1;0.97%;103
SUL;41;PR;412220;RIO BRANCO DO SUL;22;0.99%;55;2.48%;1.351;60.97%;462;20.85%;250;11.28%;76;3.43%;2.216
SUL;41;PR;412230;RIO NEGRO;7;0.46%;29;1.9%;936;61.3%;332;21.74%;175;11.46%;48;3.14%;1.527
SUL;41;PR;412240;ROLANDIA;14;1.82%;25;3.26%;440;57.29%;153;19.92%;115;14.97%;21;2.73%;768
SUL;41;PR;412250;RONCADOR;1;0.12%;21;2.42%;562;64.67%;158;18.18%;103;11.85%;24;2.76%;869
SUL;41;PR;412260;RONDON;1;0.7%;5;3.52%;82;57.75%;35;24.65%;14;9.86%;5;3.52%;142
SUL;41;PR;412265;ROSARIO DO IVAI;0;-;5;2.38%;132;62.86%;39;18.57%;27;12.86%;7;3.33%;210
SUL;41;PR;412270;SABAUDIA;1;0.49%;4;1.97%;120;59.11%;48;23.65%;23;11.33%;7;3.45%;203
SUL;41;PR;412280;SALGADO FILHO;0;-;1;3.45%;11;37.93%;8;27.59%;7;24.14%;2;6.9%;29
SUL;41;PR;412290;SALTO DO ITARARE;2;0.72%;5;1.81%;172;62.32%;54;19.57%;33;11.96%;10;3.62%;276
SUL;41;PR;412300;SALTO DO LONTRA;6;0.36%;33;1.99%;1.023;61.81%;396;23.93%;167;10.09%;30;1.81%;1.655
SUL;41;PR;412310;SANTA AMELIA;2;1.16%;3;1.73%;87;50.29%;46;26.59%;23;13.29%;12;6.94%;173
SUL;41;PR;412320;SANTA CECILIA DO PAVAO;0;-;1;1.67%;37;61.67%;14;23.33%;7;11.67%;1;1.67%;60
SUL;41;PR;412330;SANTA CRUZ DE MONTE CASTELO;0;-;13;2.38%;332;60.81%;110;20.15%;68;12.45%;23;4.21%;546
SUL;41;PR;412340;SANTA FE;3;0.94%;8;2.51%;190;59.56%;65;20.38%;46;14.42%;7;2.19%;319
SUL;41;PR;412350;SANTA HELENA;12;0.59%;44;2.18%;1.273;63.11%;390;19.34%;231;11.45%;67;3.32%;2.017
SUL;41;PR;412360;SANTA INES;0;-;0;-;13;52%;7;28%;5;20%;0;-;25
SUL;41;PR;412370;SANTA ISABEL DO IVAI;3;0.42%;22;3.09%;411;57.72%;146;20.51%;105;14.75%;25;3.51%;712
SUL;41;PR;412380;SANTA IZABEL DO OESTE;1;0.14%;8;1.14%;419;59.52%;158;22.44%;97;13.78%;21;2.98%;704
SUL;41;PR;412382;SANTA LUCIA;2;1.75%;3;2.63%;60;52.63%;22;19.3%;19;16.67%;8;7.02%;114
SUL;41;PR;412385;SANTA MARIA DO OESTE;1;0.24%;8;1.95%;237;57.8%;108;26.34%;45;10.98%;11;2.68%;410
SUL;41;PR;412390;SANTA MARIANA;2;0.59%;7;2.08%;204;60.53%;72;21.36%;38;11.28%;14;4.15%;337
SUL;41;PR;412395;SANTA MONICA;3;0.92%;11;3.37%;204;62.58%;53;16.26%;44;13.5%;11;3.37%;326
SUL;41;PR;412402;SANTA TEREZA DO OESTE;7;0.74%;7;0.74%;589;62.46%;196;20.78%;121;12.83%;23;2.44%;943
SUL;41;PR;412405;SANTA TEREZINHA DE ITAIPU;4;0.5%;26;3.24%;468;58.28%;158;19.68%;110;13.7%;37;4.61%;803
SUL;41;PR;412400;SANTANA DO ITARARE;2;0.72%;7;2.51%;171;61.29%;66;23.66%;28;10.04%;5;1.79%;279
SUL;41;PR;412410;SANTO ANTONIO DA PLATINA;3;0.14%;67;3.04%;1.368;61.98%;446;20.21%;240;10.87%;83;3.76%;2.207
SUL;41;PR;412420;SANTO ANTONIO DO CAIUA;0;-;2;1.8%;65;58.56%;21;18.92%;17;15.32%;6;5.41%;111
SUL;41;PR;412430;SANTO ANTONIO DO PARAISO;2;4.65%;0;-;26;60.47%;11;25.58%;4;9.3%;0;-;43
SUL;41;PR;412440;SANTO ANTONIO DO SUDOESTE;1;0.42%;2;0.84%;151;63.18%;46;19.25%;29;12.13%;10;4.18%;239
SUL;41;PR;412450;SANTO INACIO;2;0.83%;11;4.56%;135;56.02%;40;16.6%;38;15.77%;15;6.22%;241
SUL;41;PR;412460;SAO CARLOS DO IVAI;3;1.88%;0;-;84;52.5%;42;26.25%;22;13.75%;9;5.63%;160
SUL;41;PR;412470;SAO JERONIMO DA SERRA;2;0.57%;5;1.43%;212;60.57%;77;22%;46;13.14%;8;2.29%;350
SUL;41;PR;412480;SAO JOAO;2;0.26%;9;1.17%;482;62.52%;151;19.58%;87;11.28%;40;5.19%;771
SUL;41;PR;412490;SAO JOAO DO CAIUA;5;1.15%;11;2.52%;249;57.11%;84;19.27%;69;15.83%;18;4.13%;436
SUL;41;PR;412500;SAO JOAO DO IVAI;0;-;9;4.23%;120;56.34%;44;20.66%;28;13.15%;12;5.63%;213
SUL;41;PR;412510;SAO JOAO DO TRIUNFO;5;0.83%;12;1.98%;378;62.38%;127;20.96%;66;10.89%;18;2.97%;606
SUL;41;PR;412520;SAO JORGE D'OESTE;0;-;3;0.47%;368;58.23%;148;23.42%;82;12.97%;31;4.91%;632
SUL;41;PR;412530;SAO JORGE DO IVAI;2;0.73%;10;3.66%;155;56.78%;66;24.18%;34;12.45%;6;2.2%;273
SUL;41;PR;412535;SAO JORGE DO PATROCINIO;0;-;0;-;40;47.06%;22;25.88%;16;18.82%;7;8.24%;85
SUL;41;PR;412540;SAO JOSE DA BOA VISTA;0;-;5;5.15%;53;54.64%;17;17.53%;19;19.59%;3;3.09%;97
SUL;41;PR;412545;SAO JOSE DAS PALMEIRAS;0;-;0;-;13;76.47%;3;17.65%;1;5.88%;0;-;17
SUL;41;PR;412550;SAO JOSE DOS PINHAIS;93;0.65%;293;2.06%;8.406;59.03%;2.980;20.93%;1.530;10.74%;938;6.59%;14.240
SUL;41;PR;412555;SAO MANOEL DO PARANA;0;-;0;-;34;62.96%;10;18.52%;7;12.96%;3;5.56%;54
SUL;41;PR;412560;SAO MATEUS DO SUL;7;0.26%;56;2.07%;1.803;66.7%;514;19.02%;251;9.29%;72;2.66%;2.703
SUL;41;PR;412570;SAO MIGUEL DO IGUACU;8;0.62%;31;2.42%;761;59.41%;283;22.09%;151;11.79%;47;3.67%;1.281
SUL;41;PR;412575;SAO PEDRO DO IGUACU;0;-;4;3.67%;51;46.79%;31;28.44%;10;9.17%;13;11.93%;109
SUL;41;PR;412580;SAO PEDRO DO IVAI;3;0.61%;11;2.22%;287;57.98%;104;21.01%;71;14.34%;19;3.84%;495
SUL;41;PR;412590;SAO PEDRO DO PARANA;1;0.53%;4;2.13%;100;53.19%;44;23.4%;32;17.02%;7;3.72%;188
SUL;41;PR;412600;SAO SEBASTIAO DA AMOREIRA;2;0.77%;10;3.83%;138;52.87%;55;21.07%;47;18.01%;9;3.45%;261
SUL;41;PR;412610;SAO TOME;0;-;0;-;39;70.91%;8;14.55%;7;12.73%;1;1.82%;55
SUL;41;PR;412620;SAPOPEMA;1;0.57%;5;2.84%;101;57.39%;34;19.32%;23;13.07%;12;6.82%;176
SUL;41;PR;412625;SARANDI;11;0.6%;49;2.67%;1.078;58.68%;389;21.18%;220;11.98%;90;4.9%;1.837
SUL;41;PR;412627;SAUDADE DO IGUACU;2;1.22%;6;3.66%;102;62.2%;28;17.07%;21;12.8%;5;3.05%;164
SUL;41;PR;412630;SENGES;9;0.62%;26;1.78%;874;59.74%;291;19.89%;198;13.53%;65;4.44%;1.463
SUL;41;PR;412635;SERRANOPOLIS DO IGUACU;0;-;4;1.15%;228;65.52%;57;16.38%;42;12.07%;17;4.89%;348
SUL;41;PR;412640;SERTANEJA;2;0.44%;7;1.54%;248;54.63%;92;20.26%;83;18.28%;22;4.85%;454
SUL;41;PR;412650;SERTANOPOLIS;5;0.67%;26;3.5%;410;55.26%;159;21.43%;108;14.56%;34;4.58%;742
SUL;41;PR;412660;SIQUEIRA CAMPOS;7;0.97%;19;2.64%;435;60.42%;133;18.47%;95;13.19%;31;4.31%;720
SUL;41;PR;412665;SULINA;1;0.32%;14;4.49%;198;63.46%;56;17.95%;35;11.22%;8;2.56%;312
SUL;41;PR;412667;TAMARANA;6;0.65%;27;2.92%;535;57.78%;227;24.51%;99;10.69%;32;3.46%;926
SUL;41;PR;412670;TAMBOARA;1;0.27%;6;1.64%;216;59.02%;79;21.58%;50;13.66%;14;3.83%;366
SUL;41;PR;412680;TAPEJARA;7;0.66%;30;2.84%;647;61.33%;199;18.86%;131;12.42%;41;3.89%;1.055
SUL;41;PR;412690;TAPIRA;0;-;2;2.38%;47;55.95%;19;22.62%;12;14.29%;4;4.76%;84
SUL;41;PR;412700;TEIXEIRA SOARES;3;0.67%;10;2.22%;275;60.98%;94;20.84%;51;11.31%;18;3.99%;451
SUL;41;PR;412710;TELEMACO BORBA;23;0.55%;86;2.06%;2.550;61.05%;880;21.07%;485;11.61%;153;3.66%;4.177
SUL;41;PR;412720;TERRA BOA;5;0.37%;28;2.07%;759;56.1%;295;21.8%;203;15%;63;4.66%;1.353
SUL;41;PR;412730;TERRA RICA;8;1.38%;14;2.41%;363;62.59%;118;20.34%;63;10.86%;14;2.41%;580
SUL;41;PR;412740;TERRA ROXA;3;0.37%;20;2.45%;493;60.42%;172;21.08%;89;10.91%;39;4.78%;816
SUL;41;PR;412750;TIBAGI;9;1.05%;29;3.38%;537;62.66%;157;18.32%;96;11.2%;29;3.38%;857
SUL;41;PR;412760;TIJUCAS DO SUL;5;0.42%;20;1.67%;707;59.02%;263;21.95%;148;12.35%;55;4.59%;1.198
SUL;41;PR;412770;TOLEDO;44;0.71%;137;2.21%;3.828;61.71%;1.213;19.56%;771;12.43%;210;3.39%;6.203
SUL;41;PR;412780;TOMAZINA;2;0.34%;12;2.01%;371;62.25%;106;17.79%;77;12.92%;28;4.7%;596
SUL;41;PR;412785;TRES BARRAS DO PARANA;4;0.46%;30;3.45%;553;63.64%;153;17.61%;108;12.43%;21;2.42%;869
SUL;41;PR;412788;TUNAS DO PARANA;2;0.9%;3;1.35%;128;57.66%;45;20.27%;24;10.81%;20;9.01%;222
SUL;41;PR;412790;TUNEIRAS DO OESTE;0;-;0;-;20;55.56%;9;25%;7;19.44%;0;-;36
SUL;41;PR;412795;TUPASSI;3;1%;8;2.67%;172;57.33%;57;19%;44;14.67%;16;5.33%;300
SUL;41;PR;412796;TURVO;2;0.51%;10;2.54%;241;61.17%;73;18.53%;51;12.94%;17;4.31%;394
SUL;41;PR;412800;UBIRATA;5;0.45%;31;2.77%;655;58.43%;237;21.14%;148;13.2%;45;4.01%;1.121
SUL;41;PR;412810;UMUARAMA;17;0.68%;44;1.76%;1.416;56.48%;540;21.54%;354;14.12%;136;5.42%;2.507
SUL;41;PR;412820;UNIAO DA VITORIA;12;0.46%;41;1.57%;1.697;64.94%;521;19.94%;275;10.52%;67;2.56%;2.613
SUL;41;PR;412830;UNIFLOR;0;-;7;3.76%;111;59.68%;32;17.2%;27;14.52%;9;4.84%;186
SUL;41;PR;412840;URAI;0;-;2;5.88%;19;55.88%;8;23.53%;5;14.71%;0;-;34
SUL;41;PR;412853;VENTANIA;2;0.61%;3;0.91%;180;54.88%;74;22.56%;49;14.94%;20;6.1%;328
SUL;41;PR;412855;VERA CRUZ DO OESTE;9;1.68%;21;3.91%;309;57.54%;113;21.04%;57;10.61%;28;5.21%;537
SUL;41;PR;412860;VERE;3;0.64%;10;2.12%;299;63.48%;89;18.9%;53;11.25%;17;3.61%;471
SUL;41;PR;412865;VIRMOND;1;0.29%;6;1.74%;195;56.69%;84;24.42%;44;12.79%;14;4.07%;344
SUL;41;PR;412870;VITORINO;0;-;8;2.99%;160;59.7%;57;21.27%;35;13.06%;8;2.99%;268
SUL;41;PR;412850;WENCESLAU BRAZ;4;0.68%;16;2.73%;329;56.14%;119;20.31%;84;14.33%;34;5.8%;586
SUL;41;PR;412880;XAMBRE;0;-;5;2.94%;105;61.76%;23;13.53%;30;17.65%;7;4.12%;170
TOTAL ESTADO PARANÁ;;;;;2.548;0.66%;8.998;2.32%;233.767;60.17%;79.072;20.35%;48.030;12.36%;16.075;4.14%;388.490
SUL;43;RS;430003;ACEGUA;0;-;3;4.62%;23;35.38%;18;27.69%;15;23.08%;6;9.23%;65
SUL;43;RS;430005;AGUA SANTA;0;-;1;1.22%;48;58.54%;16;19.51%;16;19.51%;1;1.22%;82
SUL;43;RS;430010;AGUDO;1;0.32%;5;1.61%;185;59.49%;60;19.29%;42;13.5%;18;5.79%;311
SUL;43;RS;430020;AJURICABA;1;0.28%;4;1.13%;222;62.71%;66;18.64%;41;11.58%;20;5.65%;354
SUL;43;RS;430030;ALECRIM;4;1.32%;7;2.32%;192;63.58%;53;17.55%;36;11.92%;10;3.31%;302
SUL;43;RS;430040;ALEGRETE;2;0.27%;15;2%;389;51.87%;154;20.53%;138;18.4%;52;6.93%;750
SUL;43;RS;430045;ALEGRIA;1;1.32%;2;2.63%;44;57.89%;14;18.42%;10;13.16%;5;6.58%;76
SUL;43;RS;430047;ALMIRANTE TAMANDARE DO SUL;0;-;4;2.67%;94;62.67%;36;24%;8;5.33%;8;5.33%;150
SUL;43;RS;430050;ALPESTRE;0;-;7;3.14%;126;56.5%;62;27.8%;21;9.42%;7;3.14%;223
SUL;43;RS;430055;ALTO ALEGRE;0;-;0;-;20;60.61%;4;12.12%;5;15.15%;4;12.12%;33
SUL;43;RS;430057;ALTO FELIZ;2;4.65%;1;2.33%;27;62.79%;4;9.3%;8;18.6%;1;2.33%;43
SUL;43;RS;430060;ALVORADA;33;0.47%;151;2.13%;4.102;57.94%;1.463;20.66%;998;14.1%;333;4.7%;7.080
SUL;43;RS;430063;AMARAL FERRADOR;1;0.42%;3;1.26%;155;65.13%;48;20.17%;23;9.66%;8;3.36%;238
SUL;43;RS;430064;AMETISTA DO SUL;3;0.73%;7;1.71%;266;64.88%;82;20%;37;9.02%;15;3.66%;410
SUL;43;RS;430066;ANDRE DA ROCHA;0;-;4;3.05%;90;68.7%;21;16.03%;13;9.92%;3;2.29%;131
SUL;43;RS;430070;ANTA GORDA;1;0.33%;6;1.97%;183;60%;65;21.31%;41;13.44%;9;2.95%;305
SUL;43;RS;430080;ANTONIO PRADO;0;-;7;2.8%;136;54.4%;61;24.4%;39;15.6%;7;2.8%;250
SUL;43;RS;430085;ARAMBARE;2;1.23%;3;1.85%;77;47.53%;35;21.6%;27;16.67%;18;11.11%;162
SUL;43;RS;430087;ARARICA;0;-;4;1.85%;115;53.24%;42;19.44%;48;22.22%;7;3.24%;216
SUL;43;RS;430090;ARATIBA;0;-;1;1.69%;34;57.63%;14;23.73%;9;15.25%;1;1.69%;59
SUL;43;RS;430100;ARROIO DO MEIO;5;0.42%;20;1.7%;735;62.45%;236;20.05%;142;12.06%;39;3.31%;1.177
SUL;43;RS;430107;ARROIO DO PADRE;0;-;0;-;22;61.11%;10;27.78%;1;2.78%;3;8.33%;36
SUL;43;RS;430105;ARROIO DO SAL;3;0.59%;8;1.57%;315;61.64%;102;19.96%;56;10.96%;27;5.28%;511
