Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Sobrepeso;;Obesidade;;Obesidade Grave;;Total
SUDESTE;35;SP;354790;SANTO ANTONIO DA ALEGRIA;1;1.05%;1;1.05%;43;45.26%;20;21.05%;22;23.16%;8;8.42%;95
SUDESTE;35;SP;354800;SANTO ANTONIO DE POSSE;0;-;0;-;2;28.57%;1;14.29%;3;42.86%;1;14.29%;7
SUDESTE;35;SP;354805;SANTO ANTONIO DO ARACANGUA;0;-;0;-;71;73.2%;20;20.62%;5;5.15%;1;1.03%;97
SUDESTE;35;SP;354810;SANTO ANTONIO DO JARDIM;1;1.92%;1;1.92%;28;53.85%;12;23.08%;8;15.38%;2;3.85%;52
SUDESTE;35;SP;354820;SANTO ANTONIO DO PINHAL;0;-;1;4.35%;14;60.87%;5;21.74%;1;4.35%;2;8.7%;23
SUDESTE;35;SP;354830;SANTO EXPEDITO;1;1.09%;2;2.17%;46;50%;23;25%;16;17.39%;4;4.35%;92
SUDESTE;35;SP;354840;SANTOPOLIS DO AGUAPEI;0;-;1;1.04%;55;57.29%;27;28.13%;13;13.54%;0;-;96
SUDESTE;35;SP;354850;SANTOS;23;0.74%;70;2.26%;1.820;58.79%;679;21.93%;393;12.69%;111;3.59%;3.096
SUDESTE;35;SP;354860;SAO BENTO DO SAPUCAI;2;0.97%;7;3.4%;131;63.59%;42;20.39%;19;9.22%;5;2.43%;206
SUDESTE;35;SP;354870;SAO BERNARDO DO CAMPO;68;0.8%;176;2.06%;5.371;62.95%;1.779;20.85%;862;10.1%;276;3.23%;8.532
SUDESTE;35;SP;354880;SAO CAETANO DO SUL;8;0.52%;37;2.39%;880;56.92%;343;22.19%;211;13.65%;67;4.33%;1.546
SUDESTE;35;SP;354890;SAO CARLOS;2;0.36%;12;2.15%;279;50.09%;130;23.34%;92;16.52%;42;7.54%;557
SUDESTE;35;SP;354900;SAO FRANCISCO;0;-;3;4.48%;42;62.69%;15;22.39%;3;4.48%;4;5.97%;67
SUDESTE;35;SP;354910;SAO JOAO DA BOA VISTA;3;0.37%;22;2.74%;427;53.18%;181;22.54%;138;17.19%;32;3.99%;803
SUDESTE;35;SP;354920;SAO JOAO DAS DUAS PONTES;0;-;0;-;11;73.33%;1;6.67%;2;13.33%;1;6.67%;15
SUDESTE;35;SP;354925;SAO JOAO DE IRACEMA;0;-;1;2.44%;19;46.34%;12;29.27%;8;19.51%;1;2.44%;41
SUDESTE;35;SP;354930;SAO JOAO DO PAU D'ALHO;1;0.9%;2;1.8%;59;53.15%;30;27.03%;11;9.91%;8;7.21%;111
SUDESTE;35;SP;354940;SAO JOAQUIM DA BARRA;1;0.31%;11;3.44%;180;56.25%;65;20.31%;43;13.44%;20;6.25%;320
SUDESTE;35;SP;354950;SAO JOSE DA BELA VISTA;0;-;0;-;13;65%;4;20%;3;15%;0;-;20
SUDESTE;35;SP;354960;SAO JOSE DO BARREIRO;1;0.63%;7;4.38%;94;58.75%;40;25%;16;10%;2;1.25%;160
SUDESTE;35;SP;354970;SAO JOSE DO RIO PARDO;3;0.51%;21;3.6%;335;57.36%;111;19.01%;95;16.27%;19;3.25%;584
SUDESTE;35;SP;354980;SAO JOSE DO RIO PRETO;129;1.43%;367;4.07%;5.458;60.5%;1.755;19.45%;990;10.97%;322;3.57%;9.021
SUDESTE;35;SP;354990;SAO JOSE DOS CAMPOS;53;0.98%;151;2.78%;3.071;56.54%;1.163;21.41%;801;14.75%;193;3.55%;5.432
SUDESTE;35;SP;354995;SAO LOURENCO DA SERRA;0;-;0;-;10;50%;3;15%;5;25%;2;10%;20
SUDESTE;35;SP;355000;SAO LUIS DO PARAITINGA;1;2%;2;4%;24;48%;10;20%;11;22%;2;4%;50
SUDESTE;35;SP;355010;SAO MANUEL;0;-;2;0.95%;103;49.05%;50;23.81%;48;22.86%;7;3.33%;210
SUDESTE;35;SP;355020;SAO MIGUEL ARCANJO;4;0.94%;5;1.18%;247;58.12%;113;26.59%;42;9.88%;14;3.29%;425
SUDESTE;35;SP;355030;SAO PAULO;311;0.7%;815;1.83%;22.659;50.84%;11.133;24.98%;7.382;16.56%;2.273;5.1%;44.573
SUDESTE;35;SP;355040;SAO PEDRO;3;1.18%;6;2.35%;139;54.51%;65;25.49%;32;12.55%;10;3.92%;255
SUDESTE;35;SP;355050;SAO PEDRO DO TURVO;1;0.31%;11;3.42%;198;61.49%;69;21.43%;30;9.32%;13;4.04%;322
SUDESTE;35;SP;355060;SAO ROQUE;0;-;7;2.31%;159;52.48%;81;26.73%;45;14.85%;11;3.63%;303
SUDESTE;35;SP;355070;SAO SEBASTIAO;6;0.62%;17;1.77%;608;63.27%;192;19.98%;107;11.13%;31;3.23%;961
SUDESTE;35;SP;355080;SAO SEBASTIAO DA GRAMA;1;0.33%;6;1.99%;172;56.95%;57;18.87%;56;18.54%;10;3.31%;302
SUDESTE;35;SP;355090;SAO SIMAO;5;1.34%;10;2.69%;221;59.41%;75;20.16%;49;13.17%;12;3.23%;372
SUDESTE;35;SP;355100;SAO VICENTE;6;0.61%;19;1.92%;585;59.21%;187;18.93%;142;14.37%;49;4.96%;988
SUDESTE;35;SP;355110;SARAPUI;1;2.56%;0;-;29;74.36%;5;12.82%;2;5.13%;2;5.13%;39
SUDESTE;35;SP;355120;SARUTAIA;1;0.68%;3;2.04%;98;66.67%;19;12.93%;22;14.97%;4;2.72%;147
SUDESTE;35;SP;355130;SEBASTIANOPOLIS DO SUL;0;-;2;2.5%;44;55%;17;21.25%;14;17.5%;3;3.75%;80
SUDESTE;35;SP;355140;SERRA AZUL;2;0.78%;6;2.35%;156;61.18%;38;14.9%;40;15.69%;13;5.1%;255
SUDESTE;35;SP;355160;SERRA NEGRA;0;-;2;1.23%;100;61.73%;32;19.75%;23;14.2%;5;3.09%;162
SUDESTE;35;SP;355150;SERRANA;4;1.02%;5;1.27%;246;62.44%;83;21.07%;42;10.66%;14;3.55%;394
SUDESTE;35;SP;355170;SERTAOZINHO;2;0.49%;7;1.71%;204;49.76%;109;26.59%;69;16.83%;19;4.63%;410
SUDESTE;35;SP;355180;SETE BARRAS;4;0.66%;10;1.66%;381;63.08%;120;19.87%;61;10.1%;28;4.64%;604
SUDESTE;35;SP;355190;SEVERINIA;1;2.33%;2;4.65%;32;74.42%;4;9.3%;3;6.98%;1;2.33%;43
SUDESTE;35;SP;355200;SILVEIRAS;0;-;5;3.79%;85;64.39%;27;20.45%;13;9.85%;2;1.52%;132
SUDESTE;35;SP;355210;SOCORRO;1;0.36%;7;2.55%;149;54.18%;67;24.36%;37;13.45%;14;5.09%;275
SUDESTE;35;SP;355220;SOROCABA;1;0.36%;4;1.46%;118;43.07%;83;30.29%;54;19.71%;14;5.11%;274
SUDESTE;35;SP;355230;SUD MENNUCCI;1;0.28%;5;1.42%;212;60.23%;76;21.59%;40;11.36%;18;5.11%;352
SUDESTE;35;SP;355240;SUMARE;2;0.6%;3;0.9%;174;51.94%;80;23.88%;63;18.81%;13;3.88%;335
SUDESTE;35;SP;355255;SUZANAPOLIS;0;-;0;-;23;53.49%;9;20.93%;8;18.6%;3;6.98%;43
SUDESTE;35;SP;355250;SUZANO;10;1.3%;27;3.51%;468;60.86%;150;19.51%;85;11.05%;29;3.77%;769
SUDESTE;35;SP;355260;TABAPUA;5;5.32%;3;3.19%;50;53.19%;16;17.02%;13;13.83%;7;7.45%;94
SUDESTE;35;SP;355270;TABATINGA;1;0.7%;5;3.52%;95;66.9%;21;14.79%;13;9.15%;7;4.93%;142
SUDESTE;35;SP;355280;TABOAO DA SERRA;13;0.6%;53;2.46%;1.172;54.41%;491;22.79%;325;15.09%;100;4.64%;2.154
SUDESTE;35;SP;355290;TACIBA;2;1.28%;2;1.28%;88;56.41%;30;19.23%;25;16.03%;9;5.77%;156
SUDESTE;35;SP;355300;TAGUAI;3;0.43%;16;2.29%;406;58%;151;21.57%;95;13.57%;29;4.14%;700
SUDESTE;35;SP;355310;TAIACU;0;-;1;2.08%;25;52.08%;10;20.83%;6;12.5%;6;12.5%;48
SUDESTE;35;SP;355320;TAIUVA;1;0.52%;1;0.52%;124;64.25%;38;19.69%;23;11.92%;6;3.11%;193
SUDESTE;35;SP;355330;TAMBAU;8;1.29%;15;2.43%;357;57.77%;130;21.04%;84;13.59%;24;3.88%;618
SUDESTE;35;SP;355340;TANABI;0;-;2;4%;23;46%;4;8%;15;30%;6;12%;50
SUDESTE;35;SP;355350;TAPIRAI;0;-;1;1.92%;22;42.31%;15;28.85%;10;19.23%;4;7.69%;52
SUDESTE;35;SP;355360;TAPIRATIBA;0;-;7;4.79%;68;46.58%;39;26.71%;22;15.07%;10;6.85%;146
SUDESTE;35;SP;355365;TAQUARAL;1;5.26%;0;-;9;47.37%;5;26.32%;4;21.05%;0;-;19
SUDESTE;35;SP;355370;TAQUARITINGA;42;13.59%;17;5.5%;171;55.34%;55;17.8%;18;5.83%;6;1.94%;309
SUDESTE;35;SP;355380;TAQUARITUBA;2;0.37%;7;1.29%;310;56.99%;124;22.79%;75;13.79%;26;4.78%;544
SUDESTE;35;SP;355385;TAQUARIVAI;0;-;10;2.98%;193;57.44%;77;22.92%;45;13.39%;11;3.27%;336
SUDESTE;35;SP;355390;TARABAI;0;-;0;-;1;16.67%;2;33.33%;1;16.67%;2;33.33%;6
SUDESTE;35;SP;355395;TARUMA;3;1.17%;9;3.52%;139;54.3%;49;19.14%;43;16.8%;13;5.08%;256
SUDESTE;35;SP;355400;TATUI;4;2.58%;4;2.58%;93;60%;37;23.87%;13;8.39%;4;2.58%;155
SUDESTE;35;SP;355410;TAUBATE;26;1.46%;48;2.7%;1.106;62.2%;357;20.08%;194;10.91%;47;2.64%;1.778
SUDESTE;35;SP;355420;TEJUPA;0;-;1;1.67%;36;60%;12;20%;8;13.33%;3;5%;60
SUDESTE;35;SP;355430;TEODORO SAMPAIO;4;0.62%;19;2.93%;394;60.8%;117;18.06%;90;13.89%;24;3.7%;648
SUDESTE;35;SP;355440;TERRA ROXA;0;-;0;-;8;33.33%;5;20.83%;8;33.33%;3;12.5%;24
SUDESTE;35;SP;355450;TIETE;0;-;1;0.87%;70;60.87%;16;13.91%;17;14.78%;11;9.57%;115
SUDESTE;35;SP;355460;TIMBURI;0;-;2;1.96%;70;68.63%;17;16.67%;10;9.8%;3;2.94%;102
SUDESTE;35;SP;355465;TORRE DE PEDRA;0;-;1;3.57%;15;53.57%;8;28.57%;4;14.29%;0;-;28
SUDESTE;35;SP;355470;TORRINHA;1;2.56%;1;2.56%;19;48.72%;9;23.08%;9;23.08%;0;-;39
SUDESTE;35;SP;355475;TRABIJU;0;-;2;6.67%;16;53.33%;5;16.67%;6;20%;1;3.33%;30
SUDESTE;35;SP;355480;TREMEMBE;0;-;0;-;20;62.5%;6;18.75%;5;15.63%;1;3.13%;32
SUDESTE;35;SP;355490;TRES FRONTEIRAS;0;-;0;-;3;42.86%;1;14.29%;3;42.86%;0;-;7
SUDESTE;35;SP;355495;TUIUTI;4;2.04%;5;2.55%;116;59.18%;29;14.8%;32;16.33%;10;5.1%;196
SUDESTE;35;SP;355500;TUPA;1;0.97%;2;1.94%;52;50.49%;24;23.3%;21;20.39%;3;2.91%;103
SUDESTE;35;SP;355510;TUPI PAULISTA;4;3.57%;7;6.25%;57;50.89%;25;22.32%;14;12.5%;5;4.46%;112
SUDESTE;35;SP;355520;TURIUBA;0;-;2;18.18%;5;45.45%;3;27.27%;1;9.09%;0;-;11
SUDESTE;35;SP;355530;TURMALINA;0;-;1;1.85%;28;51.85%;12;22.22%;12;22.22%;1;1.85%;54
SUDESTE;35;SP;355535;UBARANA;0;-;1;1.41%;48;67.61%;12;16.9%;9;12.68%;1;1.41%;71
SUDESTE;35;SP;355540;UBATUBA;23;1.8%;34;2.65%;751;58.63%;292;22.79%;140;10.93%;41;3.2%;1.281
SUDESTE;35;SP;355550;UBIRAJARA;0;-;1;4.76%;9;42.86%;8;38.1%;3;14.29%;0;-;21
SUDESTE;35;SP;355560;UCHOA;3;9.09%;1;3.03%;12;36.36%;5;15.15%;8;24.24%;4;12.12%;33
SUDESTE;35;SP;355570;UNIAO PAULISTA;0;-;0;-;3;25%;4;33.33%;5;41.67%;0;-;12
SUDESTE;35;SP;355580;URANIA;0;-;2;1.32%;83;54.97%;36;23.84%;23;15.23%;7;4.64%;151
SUDESTE;35;SP;355590;URU;1;3.45%;0;-;13;44.83%;8;27.59%;3;10.34%;4;13.79%;29
SUDESTE;35;SP;355600;URUPES;1;0.63%;0;-;87;54.38%;42;26.25%;25;15.63%;5;3.13%;160
SUDESTE;35;SP;355610;VALENTIM GENTIL;1;0.53%;5;2.65%;95;50.26%;44;23.28%;29;15.34%;15;7.94%;189
SUDESTE;35;SP;355620;VALINHOS;0;-;2;15.38%;4;30.77%;5;38.46%;1;7.69%;1;7.69%;13
SUDESTE;35;SP;355630;VALPARAISO;2;0.66%;8;2.64%;170;56.11%;67;22.11%;40;13.2%;16;5.28%;303
SUDESTE;35;SP;355635;VARGEM;0;-;1;0.64%;80;50.96%;33;21.02%;34;21.66%;9;5.73%;157
SUDESTE;35;SP;355640;VARGEM GRANDE DO SUL;1;0.37%;7;2.56%;134;49.08%;67;24.54%;52;19.05%;12;4.4%;273
SUDESTE;35;SP;355645;VARGEM GRANDE PAULISTA;2;0.32%;13;2.08%;342;54.72%;143;22.88%;108;17.28%;17;2.72%;625
SUDESTE;35;SP;355650;VARZEA PAULISTA;5;1.44%;7;2.01%;201;57.76%;69;19.83%;52;14.94%;14;4.02%;348
SUDESTE;35;SP;355660;VERA CRUZ;0;-;0;-;58;58%;17;17%;20;20%;5;5%;100
SUDESTE;35;SP;355670;VINHEDO;3;0.45%;12;1.79%;378;56.25%;155;23.07%;95;14.14%;29;4.32%;672
SUDESTE;35;SP;355680;VIRADOURO;2;1.89%;2;1.89%;56;52.83%;23;21.7%;17;16.04%;6;5.66%;106
SUDESTE;35;SP;355690;VISTA ALEGRE DO ALTO;0;-;0;-;28;60.87%;10;21.74%;6;13.04%;2;4.35%;46
SUDESTE;35;SP;355695;VITORIA BRASIL;0;-;1;4.35%;7;30.43%;1;4.35%;11;47.83%;3;13.04%;23
SUDESTE;35;SP;355700;VOTORANTIM;4;0.99%;9;2.22%;213;52.59%;89;21.98%;71;17.53%;19;4.69%;405
SUDESTE;35;SP;355710;VOTUPORANGA;9;0.49%;46;2.52%;998;54.68%;393;21.53%;283;15.51%;96;5.26%;1.825
SUDESTE;35;SP;355715;ZACARIAS;0;-;5;4.17%;59;49.17%;26;21.67%;23;19.17%;7;5.83%;120
TOTAL ESTADO SÃO PAULO;;;;;2.417;0.82%;7.263;2.48%;165.450;56.42%;64.474;21.99%;41.020;13.99%;12.613;4.3%;293.237
TOTAL REGIÃO SUDESTE;;;;;8.347;0.93%;24.621;2.73%;552.431;61.37%;184.198;20.46%;101.473;11.27%;29.158;3.24%;900.228
SUL;41;PR;410010;ABATIA;0;-;0;-;21;72.41%;6;20.69%;2;6.9%;0;-;29
SUL;41;PR;410020;ADRIANOPOLIS;0;-;5;2.54%;120;60.91%;31;15.74%;36;18.27%;5;2.54%;197
SUL;41;PR;410030;AGUDOS DO SUL;7;1.23%;19;3.33%;400;70.18%;97;17.02%;37;6.49%;10;1.75%;570
SUL;41;PR;410040;ALMIRANTE TAMANDARE;11;0.7%;32;2.03%;929;58.98%;313;19.87%;211;13.4%;79;5.02%;1.575
SUL;41;PR;410045;ALTAMIRA DO PARANA;1;1.61%;2;3.23%;40;64.52%;14;22.58%;5;8.06%;0;-;62
SUL;41;PR;412862;ALTO PARAISO;2;3.77%;0;-;35;66.04%;10;18.87%;4;7.55%;2;3.77%;53
SUL;41;PR;410060;ALTO PARANA;2;1.2%;6;3.59%;109;65.27%;25;14.97%;19;11.38%;6;3.59%;167
SUL;41;PR;410070;ALTO PIQUIRI;0;-;1;0.97%;56;54.37%;23;22.33%;18;17.48%;5;4.85%;103
SUL;41;PR;410050;ALTONIA;0;-;4;3.08%;74;56.92%;31;23.85%;15;11.54%;6;4.62%;130
SUL;41;PR;410080;ALVORADA DO SUL;0;-;0;-;15;57.69%;7;26.92%;1;3.85%;3;11.54%;26
SUL;41;PR;410090;AMAPORA;0;-;1;14.29%;4;57.14%;0;-;1;14.29%;1;14.29%;7
SUL;41;PR;410100;AMPERE;2;0.31%;14;2.2%;400;62.89%;126;19.81%;83;13.05%;11;1.73%;636
SUL;41;PR;410105;ANAHY;0;-;1;1.39%;43;59.72%;11;15.28%;15;20.83%;2;2.78%;72
SUL;41;PR;410110;ANDIRA;0;-;2;4%;38;76%;5;10%;4;8%;1;2%;50
SUL;41;PR;410115;ANGULO;0;-;1;1.82%;29;52.73%;16;29.09%;7;12.73%;2;3.64%;55
SUL;41;PR;410120;ANTONINA;0;-;9;4.84%;113;60.75%;33;17.74%;24;12.9%;7;3.76%;186
SUL;41;PR;410130;ANTONIO OLINTO;0;-;6;2.97%;120;59.41%;43;21.29%;28;13.86%;5;2.48%;202
SUL;41;PR;410140;APUCARANA;6;0.64%;26;2.75%;541;57.31%;196;20.76%;128;13.56%;47;4.98%;944
SUL;41;PR;410150;ARAPONGAS;3;0.74%;8;1.98%;224;55.31%;99;24.44%;55;13.58%;16;3.95%;405
SUL;41;PR;410160;ARAPOTI;5;0.95%;12;2.29%;316;60.31%;108;20.61%;63;12.02%;20;3.82%;524
SUL;41;PR;410165;ARAPUA;1;0.98%;1;0.98%;67;65.69%;22;21.57%;10;9.8%;1;0.98%;102
SUL;41;PR;410170;ARARUNA;0;-;1;1.43%;36;51.43%;17;24.29%;13;18.57%;3;4.29%;70
SUL;41;PR;410180;ARAUCARIA;7;0.75%;25;2.68%;569;60.92%;213;22.81%;98;10.49%;22;2.36%;934
SUL;41;PR;410185;ARIRANHA DO IVAI;0;-;1;5.56%;11;61.11%;4;22.22%;0;-;2;11.11%;18
SUL;41;PR;410190;ASSAI;0;-;3;3%;68;68%;21;21%;5;5%;3;3%;100
SUL;41;PR;410200;ASSIS CHATEAUBRIAND;1;0.21%;6;1.25%;275;57.17%;106;22.04%;65;13.51%;28;5.82%;481
SUL;41;PR;410210;ASTORGA;1;0.31%;10;3.12%;171;53.27%;80;24.92%;46;14.33%;13;4.05%;321
SUL;41;PR;410220;ATALAIA;0;-;2;1.94%;62;60.19%;23;22.33%;13;12.62%;3;2.91%;103
SUL;41;PR;410230;BALSA NOVA;0;-;3;1.85%;99;61.11%;37;22.84%;15;9.26%;8;4.94%;162
SUL;41;PR;410240;BANDEIRANTES;3;0.96%;8;2.57%;159;51.13%;80;25.72%;47;15.11%;14;4.5%;311
SUL;41;PR;410250;BARBOSA FERRAZ;0;-;1;0.69%;82;56.94%;35;24.31%;20;13.89%;6;4.17%;144
SUL;41;PR;410270;BARRA DO JACARE;1;2.56%;0;-;19;48.72%;10;25.64%;6;15.38%;3;7.69%;39
SUL;41;PR;410260;BARRACAO;4;1.12%;9;2.51%;217;60.61%;78;21.79%;37;10.34%;13;3.63%;358
SUL;41;PR;410275;BELA VISTA DA CAROBA;0;-;1;2.04%;31;63.27%;9;18.37%;8;16.33%;0;-;49
SUL;41;PR;410280;BELA VISTA DO PARAISO;2;3.85%;1;1.92%;26;50%;14;26.92%;7;13.46%;2;3.85%;52
SUL;41;PR;410290;BITURUNA;4;0.54%;12;1.63%;432;58.62%;153;20.76%;103;13.98%;33;4.48%;737
SUL;41;PR;410300;BOA ESPERANCA;0;-;0;-;14;87.5%;0;-;2;12.5%;0;-;16
SUL;41;PR;410302;BOA ESPERANCA DO IGUACU;0;-;0;-;11;57.89%;3;15.79%;4;21.05%;1;5.26%;19
SUL;41;PR;410304;BOA VENTURA DE SAO ROQUE;0;-;0;-;47;50%;30;31.91%;15;15.96%;2;2.13%;94
SUL;41;PR;410305;BOA VISTA DA APARECIDA;0;-;4;1.54%;159;61.39%;54;20.85%;32;12.36%;10;3.86%;259
SUL;41;PR;410310;BOCAIUVA DO SUL;0;-;0;-;17;65.38%;5;19.23%;4;15.38%;0;-;26
SUL;41;PR;410315;BOM JESUS DO SUL;1;1.82%;0;-;20;36.36%;23;41.82%;7;12.73%;4;7.27%;55
SUL;41;PR;410320;BOM SUCESSO;0;-;3;3.8%;52;65.82%;10;12.66%;9;11.39%;5;6.33%;79
SUL;41;PR;410322;BOM SUCESSO DO SUL;1;0.97%;2;1.94%;63;61.17%;22;21.36%;13;12.62%;2;1.94%;103
SUL;41;PR;410330;BORRAZOPOLIS;0;-;0;-;2;50%;1;25%;0;-;1;25%;4
SUL;41;PR;410335;BRAGANEY;2;2.53%;1;1.27%;46;58.23%;22;27.85%;5;6.33%;3;3.8%;79
SUL;41;PR;410337;BRASILANDIA DO SUL;1;1.54%;1;1.54%;36;55.38%;20;30.77%;3;4.62%;4;6.15%;65
SUL;41;PR;410340;CAFEARA;0;-;1;2.33%;26;60.47%;12;27.91%;3;6.98%;1;2.33%;43
SUL;41;PR;410345;CAFELANDIA;4;1.01%;6;1.51%;237;59.55%;81;20.35%;55;13.82%;15;3.77%;398
SUL;41;PR;410347;CAFEZAL DO SUL;0;-;3;3.7%;47;58.02%;20;24.69%;8;9.88%;3;3.7%;81
SUL;41;PR;410350;CALIFORNIA;0;-;0;-;10;52.63%;4;21.05%;5;26.32%;0;-;19
SUL;41;PR;410360;CAMBARA;3;2.24%;3;2.24%;80;59.7%;28;20.9%;12;8.96%;8;5.97%;134
SUL;41;PR;410370;CAMBE;21;2.09%;23;2.29%;590;58.82%;222;22.13%;122;12.16%;25;2.49%;1.003
SUL;41;PR;410380;CAMBIRA;0;-;4;3.51%;66;57.89%;26;22.81%;11;9.65%;7;6.14%;114
SUL;41;PR;410390;CAMPINA DA LAGOA;1;0.31%;8;2.51%;173;54.23%;72;22.57%;49;15.36%;16;5.02%;319
SUL;41;PR;410395;CAMPINA DO SIMAO;0;-;0;-;4;36.36%;4;36.36%;3;27.27%;0;-;11
SUL;41;PR;410400;CAMPINA GRANDE DO SUL;6;0.77%;13;1.68%;462;59.61%;195;25.16%;76;9.81%;23;2.97%;775
SUL;41;PR;410405;CAMPO BONITO;0;-;0;-;5;41.67%;3;25%;3;25%;1;8.33%;12
SUL;41;PR;410410;CAMPO DO TENENTE;1;0.21%;13;2.79%;275;59.01%;103;22.1%;58;12.45%;16;3.43%;466
SUL;41;PR;410420;CAMPO LARGO;3;0.7%;9;2.09%;242;56.15%;94;21.81%;61;14.15%;22;5.1%;431
SUL;41;PR;410425;CAMPO MAGRO;5;0.59%;10;1.18%;485;57.13%;193;22.73%;112;13.19%;44;5.18%;849
SUL;41;PR;410430;CAMPO MOURAO;4;0.74%;12;2.22%;276;51.02%;135;24.95%;87;16.08%;27;4.99%;541
SUL;41;PR;410440;CANDIDO DE ABREU;3;0.61%;8;1.64%;297;60.74%;123;25.15%;53;10.84%;5;1.02%;489
SUL;41;PR;410442;CANDOI;2;1.02%;5;2.54%;93;47.21%;45;22.84%;37;18.78%;15;7.61%;197
SUL;41;PR;410445;CANTAGALO;3;1.85%;4;2.47%;104;64.2%;37;22.84%;13;8.02%;1;0.62%;162
SUL;41;PR;410450;CAPANEMA;1;0.75%;4;3.01%;79;59.4%;27;20.3%;16;12.03%;6;4.51%;133
SUL;41;PR;410460;CAPITAO LEONIDAS MARQUES;1;0.66%;1;0.66%;84;55.63%;35;23.18%;26;17.22%;4;2.65%;151
SUL;41;PR;410465;CARAMBEI;0;-;7;2.93%;137;57.32%;58;24.27%;30;12.55%;7;2.93%;239
SUL;41;PR;410470;CARLOPOLIS;0;-;1;3.45%;28;96.55%;0;-;0;-;0;-;29
SUL;41;PR;410480;CASCAVEL;15;0.97%;37;2.39%;952;61.38%;330;21.28%;181;11.67%;36;2.32%;1.551
SUL;41;PR;410490;CASTRO;0;-;2;0.94%;108;50.7%;53;24.88%;42;19.72%;8;3.76%;213
SUL;41;PR;410500;CATANDUVAS;0;-;0;-;109;80.15%;26;19.12%;0;-;1;0.74%;136
SUL;41;PR;410510;CENTENARIO DO SUL;2;1.03%;5;2.56%;117;60%;46;23.59%;21;10.77%;4;2.05%;195
SUL;41;PR;410520;CERRO AZUL;1;2.27%;2;4.55%;27;61.36%;8;18.18%;5;11.36%;1;2.27%;44
SUL;41;PR;410530;CEU AZUL;0;-;1;1.89%;36;67.92%;9;16.98%;6;11.32%;1;1.89%;53
SUL;41;PR;410540;CHOPINZINHO;2;0.27%;12;1.62%;422;56.8%;177;23.82%;101;13.59%;29;3.9%;743
SUL;41;PR;410550;CIANORTE;4;0.23%;53;3.03%;1.003;57.35%;358;20.47%;250;14.29%;81;4.63%;1.749
SUL;41;PR;410560;CIDADE GAUCHA;0;-;10;3.57%;168;60%;63;22.5%;30;10.71%;9;3.21%;280
SUL;41;PR;410570;CLEVELANDIA;0;-;10;3.68%;156;57.35%;64;23.53%;33;12.13%;9;3.31%;272
SUL;41;PR;410580;COLOMBO;3;0.36%;13;1.55%;461;55.01%;183;21.84%;127;15.16%;51;6.09%;838
SUL;41;PR;410590;COLORADO;1;0.61%;0;-;100;60.61%;41;24.85%;20;12.12%;3;1.82%;165
SUL;41;PR;410600;CONGONHINHAS;1;1.18%;1;1.18%;62;72.94%;13;15.29%;7;8.24%;1;1.18%;85
SUL;41;PR;410610;CONSELHEIRO MAIRINCK;0;-;1;1.3%;48;62.34%;18;23.38%;8;10.39%;2;2.6%;77
SUL;41;PR;410620;CONTENDA;1;0.62%;5;3.09%;88;54.32%;32;19.75%;28;17.28%;8;4.94%;162
SUL;41;PR;410630;CORBELIA;0;-;5;1.28%;231;59.08%;85;21.74%;58;14.83%;12;3.07%;391
SUL;41;PR;410640;CORNELIO PROCOPIO;1;1.35%;1;1.35%;45;60.81%;15;20.27%;7;9.46%;5;6.76%;74
SUL;41;PR;410645;CORONEL DOMINGOS SOARES;1;0.2%;4;0.81%;296;60.29%;126;25.66%;49;9.98%;15;3.05%;491
SUL;41;PR;410650;CORONEL VIVIDA;0;-;8;2.33%;195;56.85%;67;19.53%;52;15.16%;21;6.12%;343
SUL;41;PR;410655;CORUMBATAI DO SUL;0;-;0;-;50;56.18%;23;25.84%;13;14.61%;3;3.37%;89
SUL;41;PR;410680;CRUZ MACHADO;0;-;3;1.72%;107;61.49%;44;25.29%;19;10.92%;1;0.57%;174
SUL;41;PR;410657;CRUZEIRO DO IGUACU;1;0.73%;3;2.19%;78;56.93%;30;21.9%;18;13.14%;7;5.11%;137
SUL;41;PR;410660;CRUZEIRO DO OESTE;0;-;1;0.83%;70;57.85%;32;26.45%;15;12.4%;3;2.48%;121
SUL;41;PR;410670;CRUZEIRO DO SUL;0;-;2;3.85%;27;51.92%;16;30.77%;5;9.62%;2;3.85%;52
SUL;41;PR;410685;CRUZMALTINA;0;-;2;3.7%;38;70.37%;8;14.81%;5;9.26%;1;1.85%;54
SUL;41;PR;410690;CURITIBA;115;0.98%;264;2.25%;6.089;51.84%;2.548;21.69%;1.912;16.28%;817;6.96%;11.745
SUL;41;PR;410700;CURIUVA;2;0.72%;10;3.61%;146;52.71%;68;24.55%;37;13.36%;14;5.05%;277
SUL;41;PR;410715;DIAMANTE D'OESTE;1;0.41%;2;0.82%;154;63.11%;51;20.9%;27;11.07%;9;3.69%;244
SUL;41;PR;410710;DIAMANTE DO NORTE;0;-;2;9.52%;12;57.14%;6;28.57%;0;-;1;4.76%;21
SUL;41;PR;410712;DIAMANTE DO SUL;0;-;6;6.52%;59;64.13%;18;19.57%;8;8.7%;1;1.09%;92
SUL;41;PR;410720;DOIS VIZINHOS;0;-;0;-;32;62.75%;12;23.53%;6;11.76%;1;1.96%;51
SUL;41;PR;410725;DOURADINA;1;1.41%;1;1.41%;45;63.38%;11;15.49%;10;14.08%;3;4.23%;71
